YYYY.MM.DD hh:mm:ss,Concentration 1 (#/cc),Concentration 2 (#/cc),Concentration 3 (#/cc),Concentration 4 (#/cc),Concentration 5 (#/cc),Concentration 6 (#/cc),Concentration 7 (#/cc),Concentration 8 (#/cc),Concentration 9 (#/cc),Concentration 10 (#/cc)
2025.12.12 16:50:39,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:40,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:41,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:42,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:43,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:44,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:45,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:46,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:47,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:48,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:49,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:50,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:51,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:52,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:53,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:54,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:55,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:56,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:57,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:58,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:50:59,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:00,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:01,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:02,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:03,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:04,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:05,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:06,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:07,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:08,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:09,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:10,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:11,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:12,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:13,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:14,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:15,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:16,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:17,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:18,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:19,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:20,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:21,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:22,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:23,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:24,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:25,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:26,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:27,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:28,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:29,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:30,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:31,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:32,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:33,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:34,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:35,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:36,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:37,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:38,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:39,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:40,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:41,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:42,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:43,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:44,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:45,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:46,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:47,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:48,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:49,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:50,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:51,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:52,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:53,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:54,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:55,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:56,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:57,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:58,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:51:59,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:00,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:01,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:02,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:03,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:04,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:05,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:06,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:07,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:08,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:09,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:10,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:11,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:12,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:13,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:14,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:15,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:16,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:17,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:18,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:19,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:20,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:21,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:22,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:23,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:24,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:25,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:26,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:27,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:28,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:29,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:30,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:31,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:32,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:33,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:34,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:35,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:36,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:37,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:38,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:39,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:40,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:41,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:42,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:43,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:44,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:45,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:46,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:47,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:48,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:49,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:50,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:51,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:52,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:53,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:54,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:55,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:56,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:57,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:58,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:52:59,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:00,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:01,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:02,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:03,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:04,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:05,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:06,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:07,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:08,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:09,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:10,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:11,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:12,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:13,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:14,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:15,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:16,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:17,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:18,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:19,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:20,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:21,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:22,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:23,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:24,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:25,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:26,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:27,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:28,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:29,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:30,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:31,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:32,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:33,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:34,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:35,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:36,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:37,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:38,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:39,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:40,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:41,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:42,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:43,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:44,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:45,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:46,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:47,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:48,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:49,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:50,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:51,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:52,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:53,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:54,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:55,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:56,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:57,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:58,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:53:59,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:00,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:01,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:02,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:03,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:04,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:05,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:06,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:07,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:08,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:09,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:10,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:11,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:12,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:13,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:14,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:15,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:16,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:17,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:18,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:19,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:20,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:21,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:22,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:23,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:24,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:25,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:26,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:27,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:28,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:29,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:30,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:31,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:32,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:33,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:34,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:35,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:36,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:37,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:38,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:39,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:40,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:41,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:42,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:43,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:44,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:45,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:46,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:47,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:48,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:49,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:50,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:51,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:52,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:53,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:54,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:55,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:56,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:57,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:58,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:54:59,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:00,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:01,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:02,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:03,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:04,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:05,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:06,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:07,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:08,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:09,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:10,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:11,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:12,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:13,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:14,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:15,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:16,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:17,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:18,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:19,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:20,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:21,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:22,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:23,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:24,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:25,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:26,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:27,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:28,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:29,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:30,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:31,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:32,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:33,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:34,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:35,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:36,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:37,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:38,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:39,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:40,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:41,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:42,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:43,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:44,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:45,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:46,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:47,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:48,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:49,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:50,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:51,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:52,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:53,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:54,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:55,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:56,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:57,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:58,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:55:59,1100,1050,1020,1080,1030,1060,1090,1040,1070
2025.12.12 16:56:00,1100,1050,1020,1080,1030,1060,1090,1040,1070
